Date/Time Reported,Date/Time Occurred,Location,Incident,CAD #,Report #,Disposition
3/10/2023 18:08,,Pcv Corralitos,ALARM - Fire Alarm,23-03-10-003356,,False/Mechanical
3/10/2023 17:59,,Yak?ityutyu - G,ALARM - Elevator Emergency/Alarm,23-03-10-003355,,False/Human Error
3/10/2023 17:42,,Pcv Aliso,ALARM - Fire Alarm,23-03-10-003354,,False/Cooking related
3/10/2023 17:35,,Off Campus - Foothill Rd,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-10-003353,,COMPLETED- NO REPORT
3/10/2023 17:24,,Canyon Circle Parking Structure,ALARM - Elevator Emergency/Alarm,23-03-10-003352,,UNFOUNDED
3/10/2023 16:53,,Pcv Estrella,ALARM - Fire Alarm,23-03-10-003350,,False/Steam
3/10/2023 14:46,,Pcv Estrella,CITIZEN ASSIST - Keep the Peace,23-03-10-003345,,COMPLETED- NO REPORT
3/10/2023 13:53,,Pcv Inyo,ALARM - Fire Alarm,23-03-10-003342,,False/Steam
3/10/2023 13:24,,Frank E Pilling Computer Science,ALARM - Fire Alarm,23-03-10-003341,,TURNED OVER TO FACILITY SVS
3/10/2023 13:16,,Yak?ityutyu - C,ALARM - Elevator Emergency/Alarm,23-03-10-003340,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
3/10/2023 12:39,,Pcv Estrella,ALARM - Fire Alarm,23-03-10-003339,,CALLED PRIOR
3/10/2023 12:07,,Kennedy Library,PARKING - Parking Violation,23-03-10-003338,,TURNED OVER TO TAPS
3/10/2023 11:45,,Crandall Gymnasium,ALARM - Equipment Alarm,23-03-10-003337,,TURNED OVER TO FACILITY SVS
3/10/2023 11:28,,Village Drive Parking Structure,CITIZEN ASSIST - Public Assist (specify),23-03-10-003336,,IN SERVICE
3/10/2023 10:54,,Village Drive Parking Structure,PARKING - Parking Violation,23-03-10-003334,,TURNED OVER TO TAPS
3/10/2023 8:29,,Sierra Madre Hall,ALARM - Fire Alarm,23-03-10-003333,,TURNED OVER TO FACILITY SVS
3/10/2023 7:52,,Off Campus - Horse Pasture Across From 2099 Slack,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-10-003332,,GONE ON ARRIVAL/UNABLE TO LOCATE
3/10/2023 7:38,,Pcv Foxen,ALARM - Fire Alarm,23-03-10-003329,,False/Human Error
3/10/2023 7:31,,Off Campus - 631 N Santa Rosa St,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-10-003328,,COMPLETED- NO REPORT
3/10/2023 3:08,,H. P. Davidson Music Center,ALARM - Fire Alarm,23-03-10-003327,,False/Nature
3/10/2023 2:43,,H. P. Davidson Music Center,ALARM - Fire Alarm,23-03-10-003326,,False/Mechanical
3/10/2023 0:32,,Center For Science,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-10-003325,230311,REPORT TAKEN
3/9/2023 23:31,03/09/2023 10:00 pm - 03/09/2023 11:30 pm,Yak?ityutyu - E,VANDALISM - Vandalism - Less Than $400,,230310,Closed
3/9/2023 23:31,,Yak?ityutyu - E,VANDALISM - Malicious Mischief report,23-03-09-003324,230310,REPORT TAKEN
3/9/2023 22:34,,Mustang Way,CITIZEN ASSIST - Citizen Contact,23-03-09-003322,,IN SERVICE
3/9/2023 22:24,,Pcv Aliso,ALARM - Fire Alarm,23-03-09-003321,,False/Cooking related
3/9/2023 22:07,,Yak?ityutyu - D,ALARM - Fire Alarm,23-03-09-003320,,False/Marijuana
3/9/2023 21:45,,Pcv Aliso,ALARM - Fire Alarm,23-03-09-003317,,False/Cooking related
3/9/2023 20:38,,Zone 1 East Of California Blvd.,PATROL ACTIVITY - Patrol Check,23-03-09-003315,,IN SERVICE
3/9/2023 20:16,,Pcv Estrella,ALARM - Fire Alarm,23-03-09-003314,,False/Cooking related
3/9/2023 19:53,,Pcv Inyo,ALARM - Fire Alarm,23-03-09-003313,,False/Steam
3/9/2023 19:18,,Crandall Gymnasium,PATROL ACTIVITY - Foot Patrol,23-03-09-003312,,IN SERVICE
3/9/2023 18:35,,Yak?ityutyu - B,ALARM - Elevator Emergency/Alarm,23-03-09-003308,,COMPLETED- NO REPORT
3/9/2023 18:04,,Yak?ityutyu - F,ALARM - Fire Alarm,23-03-09-003307,,False/Mechanical
3/9/2023 16:43,,Cerro Vista  Islay,ALARM - Elevator Emergency/Alarm,23-03-09-003306,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
3/9/2023 16:22,,Crandall Gymnasium,CITIZEN ASSIST - Public Assist (specify),23-03-09-003305,,COMPLETED- NO REPORT
3/9/2023 16:06,03/02/2023 12:00 pm - 03/09/2023 12:30 pm,Poly Canyon Village,VANDALISM - PC594(A)(1)-M-Vandalism-Defaces with Graffiti or O,,230309,Closed
3/9/2023 16:06,,Poly Canyon Village,VANDALISM - Malicious Mischief report,23-03-09-003304,230309,REPORT TAKEN
3/9/2023 14:32,,Kennedy Library,PARKING - Parking Violation,23-03-09-003298,,TURNED OVER TO TAPS
3/9/2023 14:29,,Pcv Aliso,ALARM - Fire Alarm,23-03-09-003297,,False/Cooking related
3/9/2023 14:22,,Campus Way,CITIZEN ASSIST - Public Assist (specify),23-03-09-003296,,TURNED OVER TO FACILITY SVS
3/9/2023 14:18,,Dexter Lawn,PARKING - Parking Violation,23-03-09-003295,,TURNED OVER TO TAPS
3/9/2023 11:46,,Vista Caballo,VEHICLE - Vehicle Stop,23-03-09-003294,,SUBJECT(S) ADVISED/WARNED
3/9/2023 11:24,,Facility Services,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-09-003292,,COMPLETED- NO REPORT
3/9/2023 10:52,,Julian A. Mcphee University Union,EVENT - Protest/Demonstration,23-03-09-003290,,COMPLETED- NO REPORT
3/9/2023 10:34,,Poly Canyon Road,TRAFFIC - Traffic Hazard,23-03-09-003289,,TURNED OVER TO TAPS
3/9/2023 10:33,,Inner Perimeter,PATROL ACTIVITY - Foot Patrol,23-03-09-003288,,IN SERVICE
3/9/2023 8:42,,K-1 Parking Lot,PARKING - Parking Violation,23-03-09-003287,,COMPLETED- NO REPORT
3/9/2023 8:02,,College Ave,CITIZEN ASSIST - Attempt to Locate/Contact (specify),23-03-09-003286,,COMPLETED- NO REPORT
3/9/2023 3:56,,Zone 1 East Of California Blvd.,PATROL ACTIVITY - Patrol Check,23-03-09-003279,,IN SERVICE
3/9/2023 3:54,,Yak?ityutyu Area,PATROL ACTIVITY - Patrol Check,23-03-09-003278,,IN SERVICE
3/9/2023 3:25,,Architecture & Environmental Design,PATROL ACTIVITY - Patrol Check,23-03-09-003277,,IN SERVICE
3/9/2023 3:09,,Inner Perimeter,PATROL ACTIVITY - Patrol Check,23-03-09-003276,,IN SERVICE
3/9/2023 1:01,,Off Campus - Front Porch,CITIZEN ASSIST - Citizen Contact,23-03-09-003275,,IN SERVICE
3/9/2023 0:48,,Orfalea Business Building,PATROL ACTIVITY - Foot Patrol,23-03-09-003274,,IN SERVICE
3/9/2023 0:41,,Education Building,PATROL ACTIVITY - Foot Patrol,23-03-09-003273,,IN SERVICE
3/9/2023 0:31,,Administration,ALARM - Burglary Alarm,23-03-09-003272,,CALLED PRIOR
3/9/2023 0:29,,Off Campus - Foothill/santa Rosa,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-09-003271,,TURNED OVER TO SLPD
3/9/2023 0:28,,Architecture & Environmental Design,PATROL ACTIVITY - Foot Patrol,23-03-09-003270,,IN SERVICE
3/9/2023 0:12,,Dexter Lawn,PATROL ACTIVITY - Patrol Check,23-03-09-003269,,IN SERVICE
3/8/2023 23:57,,Erhart Agricultural Scien,PATROL ACTIVITY - Foot Patrol,23-03-08-003267,,IN SERVICE
3/8/2023 23:54,,Center For Science,PATROL ACTIVITY - Patrol Check,23-03-08-003266,,IN SERVICE
3/8/2023 23:53,,Center For Science,PATROL ACTIVITY - Patrol Check,23-03-08-003265,,IN SERVICE
3/8/2023 23:20,,Pcv Foxen,ALARM - Fire Alarm,23-03-08-003264,,False/Cooking related
3/8/2023 23:01,,Agricultural Engineering,OUTREACH - Special Assignment - Presentation,23-03-08-003262,,IN SERVICE
3/8/2023 22:27,,Pcv Dover,ALARM - Elevator Emergency/Alarm,23-03-08-003261,,COMPLETED- NO REPORT
3/8/2023 22:16,,Fremont Hall,MEDICAL - Medical Aid,23-03-08-003260,,COMPLETED- NO REPORT
3/8/2023 21:02,,Walter F. Dexter Building,PATROL ACTIVITY - Foot Patrol,23-03-08-003258,,IN SERVICE
3/8/2023 20:56,,Pcv Buena Vista,ALARM - Fire Alarm,23-03-08-003257,,False/Cooking related
3/8/2023 20:03,,Pcv Dover,ALARM - Elevator Emergency/Alarm,23-03-08-003256,,COMPLETED- NO REPORT
3/8/2023 18:46,,Village Drive,CRIMINAL - Skateboarding/Rollerblade on campus,23-03-08-003251,,SUBJECT(S) ADVISED/WARNED
3/8/2023 18:17,,Santa Lucia Hall,CITIZEN ASSIST - Check The Welfare,23-03-08-003248,,COMPLETED- NO REPORT
3/8/2023 17:50,,Old Science,PATROL ACTIVITY - Foot Patrol,23-03-08-003247,,IN SERVICE
3/8/2023 17:30,,Poly Canyon Village,ALARM - Fire Alarm,23-03-08-003246,,False/Cooking related
3/8/2023 16:22,,Cal Poly Police Department,ALARM - Equipment Alarm,23-03-08-003242,,OTHER
3/8/2023 16:01,,Recreation Center,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-08-003240,,CANCELLED
3/8/2023 15:44,,Old Science,LARCENY-THEFT - Theft Report,23-03-08-003239,,IN SERVICE
3/8/2023 14:31,02/12/2023 12:00 am - 02/14/2023 12:00 am,Erhart Agricultural Scien,PROPERTY - Lost Property,,230306,Closed
3/8/2023 14:31,,Erhart Agricultural Scien,PROPERTY - Lost Property,23-03-08-003231,230306,REPORT TAKEN
3/8/2023 13:30,,Yak?ityutyu - D,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-08-003225,,COMPLETED- NO REPORT
3/8/2023 11:43,03/08/2023 11:40 am - 03/08/2023 02:53 pm,Health & Wellbeing Center,MEDICAL - Medical Aid,,230307,Closed
3/8/2023 11:43,,Health & Wellbeing Center,MEDICAL - Medical Aid,23-03-08-003222,230307,REPORT TAKEN
3/8/2023 11:05,,Erhart Agricultural Scien,MEDICAL - Medical Aid,23-03-08-003221,,COMPLETED- NO REPORT
3/8/2023 10:03,,Pcv Huasna,ALARM - Fire Alarm,23-03-08-003219,,False/Human Error
3/8/2023 9:58,,Vista Grande,CITIZEN ASSIST - Keep the Peace,23-03-08-003218,,COMPLETED- NO REPORT
3/8/2023 8:31,,Cerro Vista  Romauldo,ALARM - Fire Alarm,23-03-08-003213,,SECURE/UNKNOWN
3/8/2023 8:24,01/02/2023 12:00 am - 03/08/2023 09:29 am,Unknown On-campus,DOCUMENTATION - General Incident,,230304,Closed
3/8/2023 8:24,,Unknown On-campus,STALKING - Stalking,23-03-08-003212,230304,REPORT TAKEN
3/8/2023 8:04,,Off Campus - Fredericks St. ,CITIZEN ASSIST - Attempt to Locate/Contact (specify),23-03-08-003211,,COMPLETED- NO REPORT
3/8/2023 6:25,,Pcv Estrella,ALARM - Fire Alarm,23-03-08-003203,,TURNED OVER TO HOUSING
3/8/2023 4:50,,Mathematics And Science,ALARM - Burglary Alarm,23-03-08-003202,,False/Custodial
3/8/2023 4:43,,Cerro Vista  Hollister,ALARM - Fire Alarm,23-03-08-003201,,False/Mechanical
3/8/2023 2:56,,Walter F. Dexter Building,PATROL ACTIVITY - Patrol Check,23-03-08-003200,,IN SERVICE
3/8/2023 0:52,,William & Linda Frost Center For Research & Innovation,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-08-003199,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
3/7/2023 23:26,10/01/2022 12:00 am - 03/07/2023 09:00 pm,Santa Lucia Hall,DOCUMENTATION - General Incident,,230303,Closed
3/7/2023 23:26,,Santa Lucia Hall,DOCUMENTATION - MANDATED REPORTING OF SEX OFFENSE,23-03-07-003198,230303,REPORT TAKEN
3/7/2023 23:15,3/7/2023 23:15,Yak?ityutyu - G,MEDICAL - Medical Aid,,230302,Closed
3/7/2023 23:15,,Yak?ityutyu - G,CITIZEN ASSIST - Check The Welfare,23-03-07-003197,230302,REPORT TAKEN
3/7/2023 23:11,,Highland Drive,VEHICLE - Vehicle Stop,23-03-07-003195,,CLEARED BY CITATION
3/7/2023 22:40,,North Perimeter Road,CRIMINAL - Skateboarding/Rollerblade on campus,23-03-07-003193,,SUBJECT(S) ADVISED/WARNED
3/7/2023 22:34,,North Perimeter Road,CRIMINAL - Skateboarding/Rollerblade on campus,23-03-07-003192,,SUBJECT(S) ADVISED/WARNED
3/7/2023 22:16,,Pcv Corralitos,ALARM - Fire Alarm,23-03-07-003191,,False/Cooking related
3/7/2023 21:40,,Ytt Parking Structure,CITIZEN ASSIST - Citizen Contact,23-03-07-003187,,IN SERVICE
3/7/2023 21:25,,Yak?ityutyu - A,ALARM - Fire Alarm,23-03-07-003186,,SECURE/UNKNOWN
3/7/2023 21:11,,Klamath Road,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-07-003185,,COMPLETED- NO REPORT
3/7/2023 20:10,,Pcv Inyo,ALARM - Fire Alarm,23-03-07-003183,,False/Cooking related
3/7/2023 20:03,,Recreation Center,MEDICAL - Medical Aid,23-03-07-003182,,CANCELLED
3/7/2023 19:04,,Ytt Parking Structure,CITIZEN ASSIST - Attempt to Locate/Contact (specify),23-03-07-003178,,COMPLETED- NO REPORT
3/7/2023 18:39,,Sierra Madre Tower 2,ALARM - Fire Alarm,23-03-07-003177,,False/Human Error
3/7/2023 18:38,,Pcv Estrella,ALARM - Fire Alarm,23-03-07-003176,,False/Cooking related
3/7/2023 16:34,,Health & Wellbeing Center,MEDICAL - Medical Aid,23-03-07-003169,,COMPLETED- NO REPORT
3/7/2023 16:27,,Ytt Parking Structure,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-07-003168,,IN SERVICE
3/7/2023 14:18,,Off Campus - 1050 Foothill ,FOLLOWUP - Followup,23-03-07-003163,,IN SERVICE
3/7/2023 13:46,,Pcv Estrella,ALARM - Elevator Emergency/Alarm,23-03-07-003162,,False/Human Error
3/7/2023 12:34,,H2-a Parking Lot,PARKING - Parking Violation,23-03-07-003159,,TURNED OVER TO
3/7/2023 12:31,,Mathematics And Science,MEDICAL - Medical Aid,23-03-07-003158,,IN SERVICE
3/7/2023 12:21,,Pcv Aliso,ALARM - Fire Alarm,23-03-07-003157,,False/Cooking related
3/7/2023 11:36,,Ytt Parking Structure,PARKING - Parking Violation,23-03-07-003151,,TURNED OVER TO
3/7/2023 11:29,,Cerro Vista  Cabrillo,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-07-003150,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
3/7/2023 10:45,03/06/2023 05:00 pm - 03/07/2023 10:00 am,Walter F. Dexter Building,BURGLARY - Burglary report,,230301,
3/7/2023 10:45,,Walter F. Dexter Building,LARCENY-THEFT - Theft Report,23-03-07-003148,230301,REPORT TAKEN
3/7/2023 10:38,,Off Campus - Located Front Plate To Vehicle Missing,DOCUMENTATION - General Incident,23-03-07-003147,,COMPLETED- NO REPORT
3/7/2023 1:24,,Dairy Unit Area,PATROL ACTIVITY - Patrol Check,23-03-07-003126,,OFF DUTY
3/7/2023 1:23,,Erhart Agricultural Scien,DISTURBANCE - Disturbance (specify) In Progress,23-03-07-003127,,GONE ON ARRIVAL/UNABLE TO LOCATE
3/7/2023 1:12,,Poly Canyon Village Area,PATROL ACTIVITY - Patrol Check,23-03-07-003125,,IN SERVICE
3/7/2023 0:57,,Grand Avenue,VEHICLE - Vehicle Stop,23-03-07-003124,,DRIVER WARNED/ADVISED
3/7/2023 0:45,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-03-07-003123,,SECURE/UNKNOWN
3/7/2023 0:41,,Zone 1 East Of California Blvd.,PATROL ACTIVITY - Patrol Check,23-03-07-003122,,IN SERVICE
3/7/2023 0:35,,Inner Perimeter,PATROL ACTIVITY - Patrol Check,23-03-07-003121,,IN SERVICE
3/7/2023 0:25,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-03-07-003120,,SECURE/UNKNOWN
3/6/2023 23:53,,Yak?ityutyu Area,PATROL ACTIVITY - Patrol Check,23-03-06-003119,,IN SERVICE
3/6/2023 23:15,,Highland Drive,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-06-003118,,UNFOUNDED
3/6/2023 22:48,,Yak?ityutyu - D,MEDICAL - Medical Aid,23-03-06-003116,,COMPLETED- NO REPORT
3/6/2023 22:37,,Recreation Center,ALARM - Fire Alarm,23-03-06-003115,,TURNED OVER TO FACILITY SVS
3/6/2023 21:56,03/05/2023 11:00 pm - 03/06/2023 03:00 pm,Sequoia Hall,VANDALISM - Vandalism - Less Than $400,,230299,Closed
3/6/2023 21:56,,Sequoia Hall,VANDALISM - Malicious Mischief report,23-03-06-003114,230299,REPORT TAKEN
3/6/2023 21:55,,Cerro Vista  Hollister,ALARM - Fire Alarm,23-03-06-003113,,False/Cooking related
3/6/2023 21:47,,Zone2 West Of California Blvd,PATROL ACTIVITY - Patrol Check,23-03-06-003112,,IN SERVICE
3/6/2023 21:31,,Orfalea Business Building,CITIZEN ASSIST - Escort,23-03-06-003111,,COMPLETED- NO REPORT
3/6/2023 21:09,,Pcv Huasna,ALARM - Fire Alarm,23-03-06-003110,,False/Cooking related
3/6/2023 20:30,,Pcv Estrella,ALARM - Fire Alarm,23-03-06-003108,,False/Cooking related
3/6/2023 19:34,,Muir Hall,ALARM - Fire Alarm,23-03-06-003106,,SECURE/UNKNOWN
3/6/2023 18:48,,Unknown On-campus,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-06-003102,,COMPLETED- NO REPORT
3/6/2023 18:36,,Recreation Center,ALARM - Fire Alarm,23-03-06-003101,,TURNED OVER TO FACILITY SVS
3/6/2023 14:43,,H2-a Parking Lot,PARKING - Parking Violation,23-03-06-003085,,TURNED OVER TO
3/6/2023 14:13,,Student Services Center,ALARM - Fire Alarm,23-03-06-003084,,COMPLETED- NO REPORT
3/6/2023 12:45,,Poly Canyon Village Area,PROPERTY - Found Property report,23-03-06-003081,,COMPLETED- NO REPORT
3/6/2023 12:43,,Cal Poly Police Department,FOLLOWUP - Followup,23-03-06-003080,,IN SERVICE
3/6/2023 12:17,,California Boulevard,PARKING - Parking Violation,23-03-06-003078,,TURNED OVER TO
3/6/2023 12:14,,Canyon Circle Parking Structure,ANIMAL - Animal Call,23-03-06-003077,,UNFOUNDED
3/6/2023 11:15,03/06/2023 11:00 am - 03/06/2023 11:15 am,Corporation Warehouse,TRAFFIC COLLISION - Non Injury Traffic Collision,,230297,Closed
3/6/2023 11:15,,Corporation Warehouse,TRAFFIC COLLISION - Non Injury Traffic Collision,23-03-06-003073,230297,REPORT TAKEN
3/6/2023 10:43,,Pcv Huasna,ALARM - Fire Alarm,23-03-06-003072,,CALLED PRIOR
3/6/2023 8:28,03/03/2023 03:30 pm - 03/06/2023 07:30 am,University Dining Complex,BURGLARY - BURGLARY:SECOND DEGREE,,230296,Closed
3/6/2023 8:28,,University Dining Complex,LARCENY-THEFT - Theft Report,23-03-06-003068,230296,REPORT TAKEN
3/6/2023 5:10,,Yak?ityutyu - G,ALARM - Fire Alarm,23-03-06-003060,,False/Steam
3/6/2023 3:48,,Trinity Hall,MEDICAL - Medical Aid,23-03-06-003059,,COMPLETED- NO REPORT
3/6/2023 2:38,03/05/2023 11:00 pm - 03/06/2023 12:01 am,Pcv Huasna,VANDALISM - Vandalism - Less Than $400,,230294,Closed
3/6/2023 2:38,,Pcv Huasna,VANDALISM - Malicious Mischief report,23-03-06-003058,230294,REPORT TAKEN
3/5/2023 22:26,,Pcv Aliso,ALARM - Fire Alarm,23-03-05-003056,,False/Mechanical
3/5/2023 22:00,,Tenaya Hall,FOLLOWUP - Followup,23-03-05-003055,,COMPLETED- NO REPORT
3/5/2023 21:44,,Yak?ityutyu - C,ALARM - Fire Alarm,23-03-05-003054,,False/Cooking related
3/5/2023 21:34,,Grand Avenue,VEHICLE - Vehicle Stop,23-03-05-003053,,IN SERVICE
3/5/2023 21:25,,Grand Avenue Parking Structure,PATROL ACTIVITY - Foot Patrol,23-03-05-003052,,TURNED OVER TO FACILITY SVS
3/5/2023 21:23,,Sequoia Hall Area,PARKING - Parking Violation,23-03-05-003051,,CLEARED BY CITATION
3/5/2023 20:36,,Pcv Buena Vista,ALARM - Fire Alarm,23-03-05-003050,,False/Cooking related
3/5/2023 20:24,,Pcv Buena Vista,ALARM - Fire Alarm,23-03-05-003049,,False/Cooking related
3/5/2023 20:22,,Pcv Inyo,ALARM - Fire Alarm,23-03-05-003048,,False/Cooking related
3/5/2023 19:55,,Pcv Gypsum,ALARM - Elevator Emergency/Alarm,23-03-05-003047,,COMPLETED- NO REPORT
3/5/2023 19:54,,Pcv Huasna,ALARM - Fire Alarm,23-03-05-003046,,False/Cooking related
3/5/2023 18:22,,Cerro Vista Bishop,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-05-003042,,COMPLETED- NO REPORT
3/5/2023 17:55,,Performing Arts Center,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-05-003041,,GONE ON ARRIVAL/UNABLE TO LOCATE
3/5/2023 17:52,,Recreation Center,CITIZEN ASSIST - Public Assist (specify),23-03-05-003040,,COMPLETED- NO REPORT
3/5/2023 16:57,,Pcv Huasna,ALARM - Elevator Emergency/Alarm,23-03-05-003039,,False/Human Error
3/5/2023 15:08,,Deer Road,CITIZEN ASSIST - Public Assist (specify),23-03-05-003037,,COMPLETED- NO REPORT
3/5/2023 15:06,,Pcv Foxen,ALARM - Fire Alarm,23-03-05-003036,,False/Cooking related
3/5/2023 13:57,03/05/2023 01:57 pm - 03/05/2023 02:08 pm,Pcv Corralitos,DOCUMENTATION - OSRR Referral,,230293,Closed
3/5/2023 13:57,,Pcv Corralitos,ALARM - Fire Alarm,23-03-05-003035,230293,REPORT TAKEN
3/5/2023 12:38,,Cerro Vista  Cabrillo,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-05-003034,,GONE ON ARRIVAL/UNABLE TO LOCATE
3/5/2023 10:59,,Pcv Dover,ALARM - Fire Alarm,23-03-05-003033,,False/Cooking related
3/5/2023 7:45,,Mathematics And Science,CITIZEN ASSIST - Public Assist (specify),23-03-05-003031,,TURNED OVER TO FACILITY SVS
3/5/2023 4:35,,Pcv Estrella,FOLLOWUP - Followup,23-03-05-003028,,COMPLETED- NO REPORT
3/5/2023 2:05,03/05/2023 02:05 am - 03/05/2023 02:35 am,Pcv Corralitos,ALARM - Fire Alarm // DOCUMENTATION - OSRR Referral,,230291,Closed
3/5/2023 2:05,,Pcv Corralitos,ALARM - Fire Alarm,23-03-05-003026,230291,REPORT TAKEN
3/5/2023 1:28,03/05/2023 01:28 am - 03/05/2023 01:54 am,Poly Canyon Village Pool,DOCUMENTATION - OSRR Referral,,230290,Closed
3/5/2023 1:28,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-03-05-003025,230290,REPORT TAKEN
3/5/2023 1:18,,North Perimeter Road,VEHICLE - Vehicle Stop,23-03-05-003024,,DRIVER WARNED/ADVISED
3/5/2023 1:01,,Sequoia Hall,ALARM - Fire Alarm,23-03-05-003023,,False/Mechanical
3/5/2023 0:59,,Yak?ityutyu - G,ALARM - Elevator Emergency/Alarm,23-03-05-003022,,COMPLETED- NO REPORT
3/5/2023 0:28,03/04/2023 10:00 pm - 03/04/2023 11:52 pm,Pcv Estrella,VANDALISM - VANDALISM ($400 OR MORE),,230292,Closed
3/5/2023 0:28,,Pcv Estrella,VANDALISM - Malicious Mischief report,23-03-05-003021,230292,REPORT TAKEN
3/4/2023 23:31,,Yak?ityutyu ,PATROL ACTIVITY - Foot Patrol,23-03-04-003020,,CLEARED BY CITATION
3/4/2023 23:04,,Zone2 West Of California Blvd,PATROL ACTIVITY - Patrol Check,23-03-04-003019,,COMPLETED- NO REPORT
3/4/2023 23:00,,Julian A. Mcphee University Union,PARKING - Parking Violation,23-03-04-003018,,CLEARED BY CITATION
3/4/2023 22:54,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-03-04-003017,,GONE ON ARRIVAL/UNABLE TO LOCATE
3/4/2023 22:23,,Yak?ityutyu - A,ALARM - Elevator Emergency/Alarm,23-03-04-003016,,COMPLETED- NO REPORT
3/4/2023 21:42,,Recreation Center Area,VEHICLE - Vehicle Stop,23-03-04-003015,,DRIVER WARNED/ADVISED
3/4/2023 21:16,,Pcv Foxen,ALARM - Fire Alarm,23-03-04-003014,,False/Cooking related
3/4/2023 20:34,,Off Campus - 944 Jeffries,MEDICAL - Medical Aid,23-03-04-003013,,TURNED OVER TO SLPD
3/4/2023 18:28,,Cerro Vista  Islay,ALARM - Elevator Emergency/Alarm,23-03-04-003010,,False/Human Error
3/4/2023 17:35,,Baseball Stadium,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-04-003009,,COMPLETED- NO REPORT
3/4/2023 17:16,,Pcv Huasna,ALARM - Fire Alarm,23-03-04-003008,,False/Cooking related
3/4/2023 16:17,,Pcv Aliso,ALARM - Fire Alarm,23-03-04-003007,,False/Cooking related
3/4/2023 16:15,,Baseball Stadium,PATROL ACTIVITY - Patrol Check,23-03-04-003005,,IN SERVICE
3/4/2023 16:06,,Robert A. Mott Physical Education,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-04-003004,,COMPLETED- NO REPORT
3/4/2023 13:35,03/03/2023 05:00 pm - 03/04/2023 12:40 pm,Yak?ityutyu - H,VANDALISM - PC594(A)(1)-M-Vandalism-Defaces with Graffiti or O,,230289,Closed
3/4/2023 13:35,,Yak?ityutyu - H,VANDALISM - Malicious Mischief report,23-03-04-003000,230289,REPORT TAKEN
3/4/2023 13:33,,Sequoia Hall,VANDALISM - Malicious Mischief report,23-03-04-002999,,UNFOUNDED
3/4/2023 9:55,03/03/2023 04:00 pm - 03/04/2023 09:55 am,Fremont Hall,LARCENY-THEFT - PETTY THEFT,,230288,
3/4/2023 9:55,,Fremont Hall,VANDALISM - Malicious Mischief report,23-03-04-002995,230288,REPORT TAKEN
3/4/2023 8:14,,Village Drive,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-04-002994,,COMPLETED- NO REPORT
3/4/2023 7:40,,Mathematics And Science,CITIZEN ASSIST - Public Assist (specify),23-03-04-002993,,TURNED OVER TO FACILITY SVS
3/4/2023 2:23,03/02/2023 11:00 pm - 03/03/2023 11:30 pm,Tenaya Hall,VANDALISM - Vandalism - Less Than $400,,230287,Closed
